Customer_ID,Age,Gender,Marital_Status,Occupation,Region,Account_Type,Annual_Income,Account_Tenure,Engagement_Score,Credit_Limit,Products_Held,Total_Investment_Value,Avg_Monthly_Balance,Online_Banking_Score,Complaints_Filed,Overdue_Count,Feedback_Score,Dormancy_Period,Churn
25453,32,Male,Single,Student,North,Savings,23181,6,52.37,35250,1,95849,23083,49.28,2,2,7.93,5,No
25454,62,Male,Single,Unemployed,Central,Current,26893,0,59.19,82325,1,25338,12078,37.24,2,2,7.14,0,No
25455,56,Male,Married,Self-Employed,North,Savings,40949,22,70.89,25568,6,252781,57394,76.08,1,3,7.78,5,No
25456,53,Male,Single,Salaried,South,Savings,70227,6,85.77,81193,1,95031,31371,97.93,0,2,8.53,4,No
25457,45,Female,Married,Salaried,West,Savings,41886,1,62.85,53423,1,47940,15371,71.55,1,3,8.95,4,No
25458,63,Female,Married,Self-Employed,East,Current,42139,22,53.17,79738,4,252093,57278,44.27,2,4,7.79,3,No
25459,33,Male,Single,Student,South,Savings,53715,1,68.55,69492,1,40238,21783,49.48,1,3,9.19,5,No
25460,31,Male,Married,Salaried,East,Savings,51774,0,77.08,105523,1,69815,14676,77.86,1,2,10.0,5,No
25461,42,Female,Married,Student,West,Savings,146161,8,96.59,80816,1,105007,39492,100.0,0,2,10.0,5,No
25462,25,Male,Married,Retired,Central,Current,90359,9,85.25,41863,2,106631,36717,58.76,0,2,9.94,2,No
25463,24,Female,Single,Salaried,East,Savings,49279,9,41.64,66065,1,101409,27472,40.6,2,3,4.64,4,Yes
25464,22,Male,Single,Business,South,Premium,210703,4,55.4,124546,2,90504,32915,43.68,2,4,5.51,1,Yes
25465,40,Male,Single,Business,North,Premium,80418,6,51.97,106015,2,71139,25460,32.66,5,2,9.85,2,No
25466,41,Male,Single,Salaried,Central,Current,33477,9,64.92,76199,4,118845,32217,53.05,2,2,10.0,4,No
25467,24,Female,Single,Retired,West,Current,69836,21,76.2,76112,5,239252,56598,71.62,1,2,9.95,3,No
25468,35,Female,Single,Self-Employed,East,Premium,82562,23,72.0,75913,5,280093,59404,72.66,1,3,9.04,2,No
25469,30,Female,Single,Business,South,Current,39633,25,37.15,67799,7,268603,60711,39.38,3,4,10.0,21,Yes
25470,42,Female,Single,Business,North,Savings,31840,2,100.0,37051,2,24025,22605,92.75,0,4,10.0,2,No
25471,47,Female,Single,Business,South,Savings,63062,11,36.76,62477,1,139407,31587,44.09,4,3,7.95,18,No
25472,31,Other,Married,Student,South,Savings,48236,19,63.55,31881,5,218893,50582,54.32,1,3,9.83,5,No
25473,28,Female,Single,Salaried,South,Premium,145433,15,89.71,92591,3,199861,48249,100.0,0,4,10.0,2,No
25474,31,Female,Single,Retired,East,Savings,93404,17,55.05,86301,2,212074,48381,65.39,3,4,9.4,4,No
25475,31,Male,Single,Unemployed,North,Savings,40763,15,37.96,66769,4,185282,37509,40.77,3,2,6.48,14,No
25476,44,Male,Single,Salaried,East,Savings,77308,20,65.19,108391,5,196527,51926,86.01,1,3,10.0,2,Yes
25477,39,Female,Married,Retired,Central,Current,128062,26,72.54,108955,6,300816,71594,65.37,2,3,10.0,3,No
25478,42,Female,Married,Salaried,Central,Savings,25944,9,83.21,77157,2,69118,31583,100.0,2,4,10.0,5,Yes
25479,40,Male,Married,Unemployed,North,Premium,32413,26,73.0,67575,7,309727,67394,78.93,2,2,10.0,2,No
25480,46,Male,Married,Salaried,North,Current,59474,0,66.68,53876,2,37503,14100,61.15,1,3,7.69,5,No
25481,63,Female,Single,Salaried,South,Savings,61166,15,73.42,55868,4,182537,48198,87.58,2,2,8.92,0,No
25482,25,Female,Single,Unemployed,South,Savings,58028,4,70.05,66206,2,92483,24467,72.32,1,2,7.19,4,No
25483,36,Male,Married,Retired,West,Savings,49688,23,50.15,52205,6,244703,56739,61.18,2,3,7.27,1,No
25484,22,Female,Married,Self-Employed,East,Savings,49235,11,55.1,94668,4,140054,33234,61.77,2,2,6.65,5,No
25485,34,Male,Single,Salaried,North,Premium,75399,15,31.99,62213,5,165360,40941,26.38,3,2,7.54,9,No
25486,27,Female,Married,Self-Employed,Central,Savings,118227,26,58.54,73902,8,290754,68956,57.89,2,2,9.42,5,No
25487,18,Female,Married,Unemployed,West,Current,44865,21,55.29,64819,4,222659,55751,57.82,2,4,4.31,5,No
25488,29,Female,Single,Business,North,Savings,258600,13,40.79,147000,5,161529,49009,63.67,3,2,9.33,1,No
25489,37,Male,Single,Student,South,Savings,194155,9,52.54,116657,3,139131,35398,44.95,2,3,9.23,3,No
25490,20,Male,Married,Salaried,West,Savings,132926,24,42.21,122856,7,287162,63002,42.66,3,2,10.0,1,No
25491,28,Female,Married,Business,North,Current,86984,15,49.41,101881,4,164610,45913,54.01,2,3,8.9,1,Yes
25492,42,Male,Married,Salaried,Central,Current,199744,28,64.87,154020,8,320932,78526,71.08,1,2,10.0,0,No
25493,20,Other,Married,Business,East,Premium,50308,14,60.14,80638,4,172379,37458,69.01,1,3,10.0,3,Yes
25494,61,Female,Single,Retired,South,Savings,36331,21,67.44,56693,5,255438,57293,93.87,3,4,7.96,0,Yes
25495,35,Male,Single,Salaried,East,Savings,43670,10,63.67,84445,3,114856,32670,63.63,1,3,7.0,2,No
25496,27,Male,Single,Retired,West,Savings,32801,24,69.54,75066,6,272769,57483,60.02,2,3,8.87,2,Yes
25497,31,Female,Single,Student,Central,Premium,64413,5,43.7,50992,4,74757,22274,44.38,2,3,3.78,2,No
25498,47,Female,Single,Unemployed,North,Savings,71675,26,43.1,44173,7,284401,63393,42.31,3,2,6.8,1,Yes
25499,34,Male,Single,Salaried,North,Savings,67541,18,51.38,36484,6,207533,50052,50.14,2,2,10.0,4,No
25500,46,Female,Single,Salaried,Central,Savings,59429,14,54.1,66921,3,134231,41867,56.62,2,2,6.23,1,No
25501,41,Male,Married,Retired,Central,Savings,64853,26,62.01,86878,7,286626,67605,70.28,1,4,8.3,0,No
25502,18,Male,Single,Business,Central,Premium,169701,28,90.45,108203,7,337225,80014,67.59,0,3,10.0,2,No
25503,23,Female,Single,Salaried,North,Premium,86858,12,64.29,66886,3,134252,38410,80.9,1,3,10.0,0,Yes
25504,32,Female,Married,Salaried,East,Savings,104141,27,52.6,106644,6,294423,68100,49.64,2,2,8.3,3,No
25505,18,Other,Single,Salaried,Central,Savings,67135,18,87.09,61076,6,200779,51907,97.78,0,2,10.0,3,No
25506,34,Male,Married,Self-Employed,South,Savings,22711,0,71.74,86335,1,-441,12702,73.86,1,2,10.0,0,No
25507,29,Male,Married,Unemployed,West,Savings,20164,29,49.5,58621,6,362525,71063,50.28,3,4,8.55,0,No
25508,31,Male,Single,Salaried,East,Savings,208915,9,100.0,114923,3,135677,48109,97.68,1,2,10.0,2,No
25509,36,Female,Married,Self-Employed,East,Premium,43516,23,60.62,93564,4,254999,56799,57.74,1,3,3.44,3,No
25510,27,Male,Married,Student,South,Savings,41355,10,96.47,81601,2,143276,37753,100.0,2,3,8.1,5,No
25511,43,Female,Married,Self-Employed,West,Premium,69383,11,77.81,110299,3,144655,39584,70.15,1,3,10.0,5,No
25512,18,Male,Married,Student,North,Current,83303,29,32.18,70647,8,291444,69812,32.51,3,2,7.58,17,No
25513,26,Male,Single,Salaried,South,Savings,89869,13,10.8,100400,3,145625,34010,19.4,4,4,5.25,20,No
25514,24,Female,Other,Unemployed,North,Savings,173624,15,100.0,84562,6,209844,54072,100.0,1,2,9.66,2,No
25515,18,Female,Single,Student,North,Current,147331,6,73.27,94940,1,93704,32121,83.59,2,2,10.0,4,No
25516,46,Male,Married,Salaried,Central,Premium,36806,20,57.62,74759,4,230957,52882,61.55,3,3,9.39,5,No
25517,18,Female,Other,Self-Employed,South,Premium,107070,3,69.85,86454,1,56156,23434,84.3,1,2,10.0,0,No
25518,49,Male,Other,Self-Employed,West,Current,47550,15,71.39,78364,6,170937,45935,77.39,2,3,7.96,0,Yes
25519,36,Female,Single,Student,South,Savings,55132,27,45.2,63411,6,299975,64401,67.01,2,2,9.33,2,No
25520,30,Female,Married,Salaried,East,Savings,31057,18,46.82,81447,6,203733,48451,57.62,3,4,8.86,1,Yes
25521,28,Other,Single,Salaried,North,Current,21680,2,76.27,45724,1,48143,16212,91.35,2,3,10.0,4,No
25522,26,Male,Married,Retired,East,Savings,58750,8,15.0,92952,3,145658,24943,22.69,5,2,5.07,23,Yes
25523,47,Male,Single,Student,South,Savings,33739,16,78.26,63094,4,161305,44523,79.36,2,2,5.73,1,No
25524,68,Female,Married,Unemployed,East,Savings,104473,3,59.47,116349,1,79692,23293,54.47,3,5,10.0,5,Yes
25525,33,Female,Married,Retired,West,Current,50582,8,77.77,81269,3,101708,28223,70.99,2,4,10.0,4,No
25526,18,Female,Single,Business,West,Current,72052,13,66.99,68753,3,152559,42807,79.99,1,2,10.0,4,No
25527,52,Male,Married,Unemployed,West,Premium,136014,24,48.49,91346,5,287357,66201,55.32,2,3,9.93,4,No
25528,34,Male,Single,Business,North,Premium,24558,25,74.28,64789,6,269232,62708,72.07,1,2,10.0,3,No
25529,39,Male,Single,Self-Employed,West,Savings,38763,24,86.18,78198,5,276482,65437,88.03,0,3,10.0,2,No
25530,23,Male,Single,Unemployed,East,Current,66738,11,65.0,102086,2,118603,34696,76.77,2,4,9.31,0,No
25531,26,Male,Single,Business,West,Savings,72223,18,33.19,61814,5,218841,47779,25.47,4,2,8.7,10,Yes
25532,42,Female,Married,Student,South,Savings,116087,20,52.64,128226,3,223382,59066,36.83,2,5,7.17,2,No
25533,49,Male,Married,Business,North,Premium,100739,10,68.95,63365,4,161338,38617,71.45,2,3,10.0,1,No
25534,28,Male,Married,Student,North,Savings,63459,3,78.27,35555,3,52401,21361,72.77,1,3,10.0,3,No
25535,35,Male,Single,Business,East,Current,71828,12,50.3,80571,3,143494,41422,24.9,2,3,8.36,1,No
25536,34,Male,Married,Self-Employed,North,Current,73031,13,77.57,72436,5,154544,40256,69.64,2,2,9.61,1,No
25537,31,Female,Single,Business,South,Premium,24789,9,100.0,70851,2,100762,33154,95.69,0,2,10.0,5,No
25538,41,Female,Other,Unemployed,Central,Current,54511,15,45.11,103937,4,181329,42744,42.77,3,2,9.01,5,No
25539,35,Male,Single,Student,South,Current,69500,19,81.7,55580,6,212872,53365,93.46,1,2,10.0,1,No
25540,38,Female,Single,Self-Employed,West,Savings,78836,19,90.1,74921,4,222734,55420,98.12,1,2,10.0,5,No
25541,19,Male,Married,Self-Employed,North,Savings,34385,5,81.59,100504,2,101664,24142,73.76,0,3,10.0,2,No
25542,33,Other,Single,Business,South,Savings,27965,11,95.04,67851,4,130023,40686,95.17,0,2,10.0,4,No
25543,42,Male,Married,Self-Employed,West,Savings,52014,15,69.11,46003,5,164194,41519,50.7,1,2,9.2,0,No
25544,44,Other,Single,Unemployed,Central,Savings,194934,7,37.58,135852,4,130733,35891,39.7,4,2,8.67,16,Yes
25545,18,Male,Single,Self-Employed,Central,Savings,36623,2,58.08,39115,1,51753,16324,71.15,2,2,10.0,2,Yes
25546,24,Female,Married,Business,Central,Savings,121098,29,34.39,82065,8,321725,71444,27.78,4,2,7.83,10,No
25547,38,Male,Married,Student,East,Savings,154947,14,61.22,91715,5,170307,47386,56.56,1,2,9.13,2,No
25548,30,Female,Married,Salaried,South,Current,61529,28,51.68,96986,6,334256,70713,56.97,2,3,10.0,5,No
25549,18,Female,Other,Salaried,West,Savings,39818,17,89.76,84667,4,195830,46718,100.0,0,3,10.0,5,No
25550,48,Male,Married,Business,East,Savings,81445,7,58.61,91678,2,89302,28711,47.41,2,3,5.44,3,No
25551,29,Female,Married,Self-Employed,Central,Savings,67305,8,68.32,106202,2,120119,33505,67.3,3,2,8.52,4,No
25552,36,Male,Married,Student,Central,Current,35758,28,89.24,43475,7,279385,71968,85.38,0,3,10.0,5,No
25553,25,Male,Single,Retired,Central,Current,40324,22,30.68,34583,6,218674,55757,17.97,3,4,9.49,15,Yes
25554,24,Male,Other,Salaried,South,Current,78601,19,100.0,98063,5,241775,57112,83.94,1,3,9.98,2,No
25555,49,Male,Single,Student,Central,Savings,104826,22,64.94,38958,6,249610,59952,69.75,1,2,8.7,0,No
25556,34,Male,Single,Retired,East,Premium,49331,11,59.14,46394,2,151021,33671,45.48,2,2,10.0,0,No
25557,37,Female,Single,Student,Central,Savings,57441,27,54.06,73084,4,307539,65981,46.49,2,2,8.26,0,No
25558,49,Male,Married,Salaried,South,Current,89427,14,55.22,101521,4,155758,38024,59.15,2,2,7.13,5,No
25559,54,Female,Other,Self-Employed,South,Premium,53987,11,92.48,61071,3,163376,40899,94.29,0,2,10.0,3,No
25560,42,Female,Single,Student,East,Savings,50031,14,60.79,106485,3,171959,39438,66.22,3,5,7.64,3,No
25561,37,Female,Single,Salaried,North,Current,38055,17,63.22,34975,3,193145,45130,67.05,2,2,10.0,5,No
25562,46,Female,Single,Self-Employed,South,Current,37661,2,54.62,48749,1,29693,16703,57.1,2,2,7.4,0,No
25563,30,Female,Single,Business,East,Savings,296953,28,69.52,152592,7,358383,80760,71.94,1,2,10.0,5,No
25564,27,Female,Single,Salaried,Central,Savings,53224,25,53.34,68418,6,246864,62466,51.59,3,2,10.0,0,No
25565,43,Female,Single,Self-Employed,North,Premium,135813,17,51.72,100337,4,219502,50834,49.21,3,2,10.0,2,No
25566,26,Female,Married,Business,South,Current,164455,7,68.56,85900,4,113950,29699,71.94,1,2,10.0,5,No
25567,34,Female,Single,Unemployed,South,Current,53629,17,77.37,89297,4,188434,48738,88.93,2,3,9.1,2,No
25568,18,Male,Single,Self-Employed,Central,Savings,74686,9,25.01,68291,2,131915,26814,18.31,3,3,5.41,22,Yes
25569,29,Female,Single,Self-Employed,North,Savings,63671,6,67.13,62044,1,118264,22312,75.66,1,2,9.97,3,No
25570,50,Female,Single,Unemployed,Central,Savings,22758,1,60.38,25247,1,31427,12722,51.19,3,2,10.0,3,Yes
25571,30,Female,Married,Business,South,Savings,23595,17,67.69,36794,4,178380,50229,81.68,1,3,10.0,4,No
25572,27,Male,Single,Self-Employed,East,Premium,61654,9,86.09,68766,1,126060,39169,85.24,2,2,9.22,5,No
25573,29,Male,Married,Salaried,East,Premium,46399,18,85.96,59511,4,217880,51665,88.84,0,3,5.8,5,No
25574,34,Female,Single,Retired,North,Current,186269,2,94.27,115614,3,71678,28938,100.0,1,2,10.0,0,No
25575,40,Female,Single,Student,South,Savings,51950,5,61.73,49881,2,62116,22065,79.48,1,2,7.47,2,No
25576,40,Male,Married,Salaried,South,Savings,193021,9,56.95,91285,3,148395,41162,47.86,3,2,9.3,0,No
25577,45,Female,Single,Unemployed,North,Current,44988,19,73.75,70792,6,208559,53795,60.27,3,4,9.39,5,No
25578,43,Male,Married,Unemployed,South,Savings,188588,24,75.5,134324,7,284350,68264,74.03,1,4,9.04,3,No
25579,18,Female,Single,Unemployed,South,Premium,81133,9,70.63,83731,1,116435,30963,81.14,1,3,7.69,5,No
25580,40,Female,Married,Self-Employed,East,Savings,83949,12,22.49,92108,4,106507,34259,2.9,3,3,5.89,13,No
25581,18,Female,Single,Self-Employed,South,Current,44043,20,52.47,34950,5,220836,52890,43.64,2,2,9.54,2,No
25582,24,Female,Married,Unemployed,North,Savings,84638,23,82.1,116937,4,262146,65137,86.77,2,4,10.0,5,No
25583,45,Female,Single,Salaried,East,Savings,165318,9,84.58,72063,3,114657,36058,90.47,2,2,10.0,2,No
25584,25,Female,Other,Student,Central,Savings,54890,18,74.37,17994,5,190060,48051,60.77,1,2,9.98,1,No
25585,43,Female,Single,Retired,East,Savings,48842,13,67.34,85275,5,146427,41331,83.85,1,3,7.51,2,No
25586,35,Female,Married,Salaried,South,Savings,51634,28,49.34,67867,6,297832,69312,39.61,3,3,9.89,2,Yes
25587,38,Male,Single,Student,Central,Current,158271,10,68.99,78039,2,125078,42125,60.26,2,2,10.0,2,No
25588,33,Other,Single,Self-Employed,East,Savings,100028,24,75.88,100145,6,270334,62104,64.99,2,3,8.75,2,No
25589,56,Female,Married,Retired,West,Savings,142715,19,94.02,108384,5,216196,56838,85.27,1,5,10.0,3,Yes
25590,48,Female,Other,Self-Employed,East,Savings,72270,15,43.37,88956,5,166276,42351,42.68,2,2,5.8,1,No
25591,25,Female,Single,Business,North,Savings,61303,2,82.66,63779,2,61203,18000,78.65,0,5,10.0,5,No
25592,58,Male,Other,Retired,South,Current,77216,12,92.79,57466,3,131979,41264,90.07,1,2,10.0,1,No
25593,36,Female,Single,Self-Employed,North,Savings,113788,13,51.91,97222,4,160320,43829,44.74,2,4,7.36,5,Yes
25594,29,Female,Other,Retired,Central,Current,51623,8,73.09,100509,4,103521,30826,70.46,1,3,10.0,2,No
25595,38,Male,Married,Business,East,Savings,136108,3,26.32,88176,2,53628,21268,0.0,3,2,10.0,10,No
25596,31,Male,Other,Unemployed,South,Current,74570,21,73.15,89464,6,249290,58175,84.76,2,2,8.05,5,No
25597,28,Female,Married,Retired,Central,Current,14132,13,72.87,47123,2,143610,38351,79.62,1,3,6.32,4,No
25598,49,Female,Single,Unemployed,South,Current,101731,10,50.78,82162,3,138305,34842,39.06,4,2,8.36,2,Yes
25599,39,Other,Single,Self-Employed,West,Savings,27906,11,58.8,60235,4,112292,34072,52.34,2,3,10.0,5,Yes
25600,28,Male,Single,Retired,West,Savings,100258,22,87.95,90125,5,246198,62126,99.4,1,3,10.0,0,No
25601,23,Male,Single,Salaried,Central,Current,102838,16,52.56,109172,4,176967,48380,55.51,3,2,6.84,4,No
25602,33,Female,Single,Business,South,Savings,72979,15,76.08,92961,3,181107,47684,93.18,2,2,10.0,2,No
25603,42,Female,Single,Retired,South,Savings,82967,0,16.64,51261,2,40724,10651,11.06,5,2,8.59,7,Yes
25604,49,Female,Single,Self-Employed,West,Savings,115765,15,50.15,95367,4,221416,48244,61.33,3,3,6.29,4,No
25605,18,Female,Married,Unemployed,Central,Savings,44472,17,89.75,46200,4,216042,48046,100.0,0,4,10.0,4,No
25606,47,Male,Married,Retired,Central,Savings,96380,25,73.99,89468,4,274658,68669,56.21,1,2,10.0,0,No
25607,33,Female,Married,Retired,Central,Savings,120308,10,87.14,82269,5,115354,40099,90.13,1,2,10.0,2,No
25608,51,Female,Single,Unemployed,East,Current,172137,28,62.67,107582,9,326368,74593,57.52,2,3,6.35,5,No
25609,42,Female,Married,Unemployed,South,Savings,30838,1,48.42,89664,1,18456,12714,40.37,3,3,8.91,3,No
25610,47,Female,Single,Student,North,Current,76504,15,83.26,105458,6,189231,45437,100.0,2,5,9.87,0,No
25611,34,Female,Married,Business,Central,Savings,33627,15,88.59,33021,4,175691,42726,95.85,0,2,10.0,3,No
25612,35,Female,Single,Student,Central,Current,32782,26,67.21,95095,6,272029,64832,56.9,3,3,7.69,2,Yes
25613,52,Female,Single,Salaried,South,Current,74266,3,79.08,26856,1,38879,23058,74.98,1,4,10.0,4,No
25614,47,Male,Single,Retired,South,Current,62722,0,76.12,95755,2,22623,14399,71.56,1,2,10.0,1,No
25615,42,Female,Married,Student,North,Savings,119014,25,81.61,86269,7,324933,69498,95.48,0,3,9.64,5,No
25616,41,Female,Married,Business,North,Savings,48644,10,50.65,97715,3,123162,34224,34.77,3,2,7.8,5,No
25617,39,Female,Married,Retired,South,Savings,55246,6,74.82,47358,1,77160,26959,77.0,1,3,8.19,4,No
25618,43,Male,Single,Business,Central,Savings,67975,5,62.99,95640,1,74456,23458,85.9,2,3,10.0,1,No
25619,41,Male,Single,Business,North,Savings,35699,5,83.99,74136,1,81414,25781,97.74,0,3,10.0,4,No
25620,36,Female,Single,Business,Central,Premium,38799,24,63.37,25605,4,283026,62967,52.52,1,2,10.0,0,No
25621,37,Female,Single,Salaried,North,Savings,116968,19,75.38,83973,5,226252,55317,71.09,2,2,10.0,1,No
25622,36,Female,Married,Self-Employed,East,Savings,43071,23,68.91,73475,6,233286,62816,45.79,1,2,7.88,0,No
25623,44,Male,Married,Unemployed,West,Savings,121720,17,34.61,74092,4,206494,49543,32.2,3,2,5.86,22,No
25624,48,Male,Single,Student,East,Savings,86196,7,72.62,122023,3,144442,31342,70.36,2,4,7.51,4,No
25625,36,Female,Other,Unemployed,West,Premium,23658,25,39.73,40528,6,270475,62554,42.75,4,3,6.58,23,Yes
25626,51,Male,Single,Business,East,Current,82308,27,80.81,80625,7,320510,69638,74.09,1,2,10.0,5,No
25627,37,Female,Single,Retired,Central,Premium,81919,5,80.08,72423,2,71506,31668,100.0,0,2,8.65,2,No
25628,31,Male,Married,Business,Central,Savings,77169,7,51.16,48763,1,67453,30979,50.72,3,2,6.96,4,Yes
25629,20,Female,Married,Self-Employed,Central,Current,54988,28,41.88,67490,7,313716,66273,38.09,2,2,6.68,1,No
25630,39,Male,Single,Unemployed,West,Savings,34062,2,59.42,82273,3,49165,15107,58.19,3,3,8.54,0,Yes
25631,39,Female,Other,Unemployed,West,Premium,134286,3,64.69,68086,4,64224,23745,65.31,2,3,9.18,3,No
25632,51,Male,Single,Student,South,Savings,56333,5,68.47,61639,2,78852,24549,78.97,1,2,9.03,2,No
25633,18,Male,Other,Retired,West,Current,35240,16,21.45,34466,3,154302,40545,17.51,3,2,5.73,20,Yes
25634,42,Female,Single,Self-Employed,Central,Current,78785,0,58.51,96900,1,21261,13728,62.35,2,2,9.31,2,No
25635,52,Male,Married,Retired,Central,Savings,38343,14,75.83,42480,4,160909,42587,56.32,1,2,10.0,5,No
25636,49,Female,Single,Retired,North,Current,33878,28,31.56,58030,7,302988,68107,32.77,3,3,7.65,21,No
25637,43,Other,Married,Student,East,Savings,47796,14,64.51,46539,4,152749,41052,73.38,2,4,10.0,3,Yes
25638,44,Female,Other,Unemployed,Central,Current,40165,11,73.97,37726,3,128357,39728,64.59,2,3,9.98,0,No
25639,54,Female,Other,Student,East,Savings,34636,23,55.61,46380,5,239140,58416,62.07,3,2,10.0,3,No
25640,27,Male,Single,Business,South,Savings,97134,5,66.68,93667,1,72454,24688,69.6,1,2,9.71,3,No
25641,29,Female,Single,Self-Employed,Central,Savings,55921,26,52.94,69763,5,292521,68472,53.6,2,2,10.0,1,No
25642,29,Male,Single,Student,East,Savings,126927,19,73.61,108723,5,229968,56963,80.81,2,2,10.0,4,No
25643,54,Male,Married,Self-Employed,South,Current,35857,4,75.49,97408,2,80345,22230,74.68,1,4,9.78,0,No
25644,18,Male,Married,Unemployed,South,Savings,21236,6,62.8,78840,2,83455,24390,63.32,3,3,10.0,2,Yes
25645,36,Male,Married,Student,Central,Savings,65464,7,28.08,73664,2,125664,26070,36.62,3,2,8.48,11,No
25646,23,Male,Single,Self-Employed,West,Savings,182332,9,45.99,154666,3,132961,39590,41.27,3,2,10.0,4,No
25647,34,Female,Married,Student,East,Current,82338,6,92.98,80861,1,89648,26792,100.0,1,3,10.0,4,No
25648,18,Male,Single,Unemployed,Central,Premium,412183,6,18.33,177899,3,118553,38651,14.58,4,2,10.0,18,Yes
25649,27,Male,Single,Retired,South,Premium,73074,22,87.21,76690,5,269780,62579,81.88,2,3,10.0,4,No
25650,24,Female,Married,Salaried,North,Savings,68963,13,58.52,51985,4,174585,40494,70.42,2,2,9.63,2,No
25651,40,Male,Married,Business,Central,Savings,16428,3,74.08,69680,1,64682,17044,87.21,1,4,10.0,1,No
25652,40,Female,Single,Student,West,Savings,77402,20,65.84,55540,7,259965,58436,54.8,2,2,6.86,0,No
25653,42,Female,Married,Self-Employed,North,Premium,66250,28,68.67,99732,6,313381,65482,72.3,2,2,10.0,3,No
25654,23,Male,Married,Student,North,Savings,46889,9,72.38,93836,3,135944,32294,66.22,2,4,8.39,0,No
25655,32,Male,Married,Unemployed,West,Savings,55156,12,66.53,102549,2,143091,42403,66.56,1,2,6.76,4,No
25656,30,Female,Married,Retired,North,Savings,57476,6,63.15,49353,2,65482,28934,64.96,2,2,9.42,0,No
25657,23,Male,Married,Self-Employed,South,Savings,53746,2,100.0,97403,2,44739,18982,85.83,0,2,9.9,5,No
25658,18,Male,Married,Self-Employed,South,Current,209783,4,62.49,140342,2,78316,26274,68.88,2,3,9.1,2,No
25659,44,Male,Married,Student,South,Savings,47929,22,70.84,33189,4,237149,55449,59.95,4,3,9.85,5,No
25660,27,Female,Single,Student,North,Savings,66276,17,72.4,98275,2,201883,51868,57.68,2,2,8.94,4,No
25661,21,Male,Married,Salaried,North,Savings,46988,6,61.75,74669,3,72672,32620,76.0,1,2,8.91,4,No
25662,37,Female,Married,Unemployed,Central,Savings,95803,5,53.96,66351,1,82782,22024,60.5,4,2,8.72,4,Yes
25663,29,Male,Other,Retired,East,Current,66573,7,63.51,54713,3,98095,25697,67.47,1,3,5.75,3,No
25664,29,Female,Married,Business,East,Savings,50617,6,69.85,55299,2,95277,26872,66.17,2,2,9.37,2,No
25665,18,Female,Single,Student,West,Savings,18852,19,77.46,42467,5,227111,50034,76.26,2,3,10.0,0,No
25666,41,Female,Married,Business,North,Premium,69285,28,81.66,127935,8,301835,72254,94.34,0,4,10.0,2,No
25667,62,Other,Married,Unemployed,East,Current,49724,20,34.49,59867,3,216693,50007,35.13,3,5,7.07,6,No
25668,33,Male,Married,Student,West,Savings,57731,10,60.21,104568,3,117120,32251,61.35,1,2,8.92,1,No
25669,41,Other,Single,Business,West,Current,29452,9,43.52,-19782,1,118837,32867,51.02,2,2,7.99,5,No
25670,48,Male,Single,Salaried,Central,Current,141487,25,44.2,82121,6,265253,65238,47.58,2,3,7.21,1,No
25671,18,Male,Single,Retired,East,Savings,100112,5,36.54,64895,1,98645,25190,13.13,4,2,6.7,14,No
25672,48,Male,Single,Unemployed,North,Current,141269,17,92.8,87569,4,183651,52315,100.0,0,3,7.98,5,No
25673,27,Male,Other,Self-Employed,Central,Premium,119155,25,56.98,116003,7,266312,65987,45.55,2,2,7.37,1,No
25674,37,Male,Single,Unemployed,East,Savings,85424,5,79.89,56237,2,88458,25524,97.95,1,2,10.0,2,No
25675,18,Female,Single,Self-Employed,East,Savings,30170,9,86.39,63207,2,117684,31974,81.8,2,3,7.15,2,Yes
25676,51,Male,Single,Business,South,Savings,180960,8,29.11,135567,4,87816,30779,18.81,3,2,7.09,6,No
25677,18,Male,Single,Student,East,Savings,34317,7,69.97,49316,2,75235,27329,78.23,1,2,10.0,1,No
25678,32,Male,Married,Retired,North,Current,50968,11,20.04,68713,1,133267,30405,31.19,3,2,5.34,20,Yes
25679,18,Male,Single,Unemployed,Central,Premium,91504,28,96.58,111738,5,281061,72829,95.72,1,2,9.78,5,No
25680,50,Female,Married,Business,Central,Savings,94270,20,68.08,87522,6,225478,55620,68.4,1,2,10.0,2,No
25681,21,Male,Married,Retired,North,Current,84401,20,77.65,20018,5,241990,58267,50.93,2,3,10.0,3,Yes
25682,18,Male,Married,Unemployed,East,Savings,47090,26,63.5,44085,6,276834,63459,49.6,1,2,10.0,3,No
25683,30,Male,Single,Student,West,Savings,41599,9,59.16,73462,3,115166,33281,82.47,3,2,9.83,5,No
25684,47,Male,Other,Salaried,East,Savings,273955,11,51.9,110226,5,156358,45035,46.15,4,3,8.54,1,Yes
25685,25,Female,Married,Business,North,Current,58478,28,76.57,106037,9,330608,70434,77.67,1,2,10.0,3,No
25686,35,Female,Single,Business,Central,Current,54335,29,94.69,91689,9,298966,73392,98.47,1,2,10.0,5,No
25687,18,Male,Married,Retired,South,Savings,39021,25,68.69,55332,6,248195,63217,85.94,1,2,10.0,2,No
25688,39,Male,Married,Salaried,Central,Current,69341,17,60.58,60934,5,180750,48484,58.59,2,2,10.0,3,Yes
25689,34,Male,Other,Business,North,Savings,67427,25,83.2,64489,6,277207,67041,74.91,0,3,7.83,0,No
25690,50,Female,Married,Retired,West,Savings,59294,18,100.0,57095,5,194772,52703,97.15,1,2,10.0,3,No
25691,28,Other,Married,Student,South,Current,75284,27,74.33,95359,9,299208,70345,45.1,1,2,8.72,1,No
